external_gene_name,T_Penn_3,T_Penn_6,T_Penn_8,T_Penn_9,T_Penn_14,T_Penn_16,T_Penn_27,PT_Penn_15,PT_Penn_17,PT_Penn_18,PT_Penn_24,PT_Penn_25,PT_Penn_28,PT_Penn_4,PT_Penn_10
CTD-2071N1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTCB,7,13,13,44,19,19,2,1,17,10,2,11,0,2,91
RPL21P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPY26P,1,2,4,2,0,0,0,1,1,0,0,7,0,0,16
AC103881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007277.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQUB,0,0,0,2,1,1,0,1,0,5,0,2,0,0,6
NEBL,6,16,8,3,2,2,0,5,12,4,0,6,0,0,25
OR7G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTA-246H3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-100N3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRCAM,0,6,1,3,0,5,0,0,1,1,0,1,0,0,2
RP1-32B1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIMK2,2,523,181,54,10,140,14,31,99,56,18,309,1,1,184
ZNF616,1,0,4,0,7,5,0,2,0,0,0,6,0,0,37
RP11-14N7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZTR1,3,9,5,13,3,37,0,1,0,4,1,8,0,0,73
CTAGE1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
ELOVL4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LYPLAL1-AS1,0,5,0,3,0,5,5,0,7,2,1,9,0,0,49
MTMR12,10,70,24,26,12,29,1,19,22,20,7,132,0,9,457
ATP5EP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LCN10,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
RP11-276H19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-93I21.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNRF2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSB,4,6,0,3,1,12,0,2,2,8,0,3,1,0,45
RP11-40H20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCX3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-626G11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLPH-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNN1,0,49,15,10,1,4,2,1,17,2,12,39,0,1,66
SIGLEC27P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSNDP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNG1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-108K14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078883.3,0,2,0,4,0,5,1,0,1,0,0,14,0,0,15
RP1-151B14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-354K4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAB21L1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAPGEF6,1,13,4,2,2,26,1,3,2,3,0,7,1,0,53
CXCR2,5,1056,191,103,74,210,2,30,287,122,70,275,6,4,173
HTR2A,0,3,0,1,1,1,0,1,1,3,0,5,0,0,4
BAD,4,16,4,2,16,10,0,1,5,1,2,5,0,1,35
CCL21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AP000345.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068134.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-369K17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL36G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-184J9.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP5-940F7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016716.1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2
RP11-362I1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001626.2,0,1,1,0,0,2,0,0,0,0,1,2,1,0,0
ANKRD53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLST8,4,6,8,6,4,10,0,3,1,1,1,4,0,1,18
CTD-2522B17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX15,5,27,30,40,27,67,1,21,18,10,0,32,0,1,201
RP11-114G22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC139099.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF655,7,35,45,43,22,155,2,26,22,13,1,31,1,17,309
RGPD8,0,0,0,0,1,4,0,0,0,0,0,2,0,0,3
RP11-383M4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP2-AS1,1,0,0,1,0,0,0,7,1,0,0,1,0,0,3
RHBDF2,1,39,43,13,11,34,2,6,9,5,1,33,0,0,180
RP11-143N13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1065J22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-781A6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004540.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SHANK2-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCHR2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHANK2-AS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAPDHP59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2054N24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-670N15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESCO1,8,109,19,40,37,80,0,6,34,31,1,26,0,0,210
MAMDC4,0,2,0,0,0,1,0,0,0,0,0,6,0,0,10
NXNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITIH1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RNF152P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-434H6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-59K5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HTR2A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCSP48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPNMB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
C1orf143,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
RP11-7I15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-43E15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-138I1.4,0,0,2,4,5,5,0,2,1,2,0,0,0,0,5
TCEB1P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010969.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SBF2,3,56,20,46,35,43,7,10,12,14,2,42,0,3,158
RP1-67K17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-120J1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-67K17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-30-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2631K10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO46,3,5,4,6,5,14,1,3,5,5,0,11,0,0,27
MYOM3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKL1,4,6,2,19,10,15,2,5,11,20,5,57,0,0,114
UBAP1,11,228,52,82,36,104,3,32,43,41,9,66,0,10,267
MATN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SUMO2,32,154,83,112,84,81,2,34,56,54,8,135,0,12,392
HCG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-472K17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-875O13.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
L29074.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-858B6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-439I14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX39BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA16c-366D1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-22L13.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SNX15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
RP1-78O14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST13P3,2,4,2,10,2,0,0,1,0,2,0,1,0,0,4
C9orf139,0,0,4,0,9,0,0,0,2,1,1,16,0,0,28
THRAP3P1,1,3,1,6,1,1,0,0,0,1,0,0,0,0,3
RP11-6L6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-293P20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLN,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CTD-2213F21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC6A,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
AC096921.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006273.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AC023115.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHPT1,3,2,12,20,9,4,0,9,6,2,0,4,0,0,42
GLTP,1,53,26,41,36,25,0,9,16,15,5,22,0,0,110
CASC18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM181A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC062022.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2228K2.7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6
MYO5C,0,9,2,14,5,1,0,5,2,6,1,4,0,0,18
CSRNP1,1,786,94,13,4,52,22,11,99,40,53,123,7,1,91
CELA2A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SLC22A13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AP000563.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL050303.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIKFYVE,1,45,38,91,38,74,4,31,25,24,2,60,0,1,306
GAB3,2,36,12,17,5,10,1,4,8,5,1,34,0,0,138
UNK,2,18,10,14,1,15,4,8,7,10,0,31,0,1,86
CXADRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2013N24.2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
KDSR,1,5,1,1,1,2,1,3,1,2,1,4,0,0,12
RPL12P39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CFHR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-110L15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC139099.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-141O15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UGP2,17,247,134,170,77,79,17,59,89,125,22,64,0,17,698
OR10J7P,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-620J15.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CTD-2349P21.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-388B5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-810K23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-422P24.9,9,6,7,14,6,0,0,0,0,1,0,4,0,0,8
CTB-158E9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLDN25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AC068489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACER3,1,27,9,3,1,8,0,2,5,3,0,34,0,3,148
RP11-705C15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-124K5.12,0,7,3,4,5,11,0,1,1,0,0,0,0,0,17
CTC-338M12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP6-149D17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR13C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3203P2.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ADH1A,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
VCX3A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KCTD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPN3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-217O12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-305M3.2,0,10,2,1,3,2,1,0,1,1,0,2,0,0,5
IL17RE,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
RP11-382A20.3,4,22,12,21,0,15,0,4,8,16,7,3,0,8,39
CTD-2127O16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC26A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM135A,3,1,5,2,2,13,1,7,1,4,0,10,0,1,32
RP11-535A5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-745A24.2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2
RSF1,38,316,90,158,80,223,6,55,146,116,17,143,4,12,759
CMIP,12,467,60,157,42,97,26,32,92,129,22,578,7,26,1455
RP11-403A3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP9,10,140,60,44,22,74,5,44,31,22,12,58,0,7,233
TMCO1,1,33,20,23,5,28,6,16,9,12,4,18,0,10,83
C7orf72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-206P5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKMYT1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1
RP11-103J17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-379L18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFD1P13Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA8,1,4,10,16,6,5,0,4,3,2,3,9,0,0,19
NOTCH3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
SIGLEC6,0,1,0,1,1,0,0,0,0,0,0,1,0,5,20
SCLY,0,0,1,0,1,3,0,1,0,0,0,5,0,0,9
RP11-550P17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THG1L,3,3,1,9,4,5,0,2,1,2,0,1,0,1,23
OR6Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-192N10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-70F11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-122H1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH12P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMLR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R15A,23,5990,193,85,43,253,55,86,815,332,207,335,25,11,603
RP11-144I2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-484D2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-183E9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR1,63,1325,255,384,250,351,35,165,245,287,77,771,6,31,3526
RP11-404E12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTSS1,17,106,39,106,73,56,14,33,44,44,6,69,0,15,869
UTP3,4,16,23,24,20,57,1,25,14,13,6,21,0,12,115
MTCP1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
POU2AF1,11,14,8,23,15,52,0,9,4,5,0,38,0,1,57
SERPINB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF347,0,13,2,2,8,18,0,2,3,1,0,9,0,1,10
TEX12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE6D,1,6,7,3,4,4,0,4,1,2,0,5,0,1,22
POTEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-227F19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB8A,68,835,171,302,162,207,26,135,167,236,97,537,11,58,2097
NYNRIN,0,0,0,5,0,5,0,1,1,3,0,1,0,0,1
GAGE12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1038A11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STARD13-AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-54N10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2008A1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1406H17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2319I12.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTD-2184D3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
HMGN2P15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TPCN1,9,7,2,2,5,35,0,7,1,5,0,22,0,0,97
CTD-3193K9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-586D19.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
DPY19L2P1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CTD-2012K14.6,0,0,0,0,0,3,1,0,0,0,0,5,0,0,4
FBRSL1,11,34,15,25,15,79,2,6,6,22,1,65,0,2,220
FNDC9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FTH1P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-10C24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM132A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD24,2,44,19,44,145,27,1,11,12,4,2,60,1,0,131
DNAJB5,0,0,2,1,0,1,1,1,2,7,0,2,0,0,4
CCR9,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0
RP11-305P14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBTFL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C18orf21,0,13,6,4,7,18,0,4,2,4,1,1,0,0,28
RPS2P7,0,11,2,7,0,3,0,0,3,10,0,2,0,0,5
AC112220.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AP1S2,6,221,110,172,45,83,1,54,74,110,39,143,1,27,838
TMC7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FKBP9P1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
ANKRD26P4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-170L3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5O17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF575,0,2,1,0,0,1,0,0,0,1,0,7,0,0,6
RP11-131H24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLT3,5,41,6,23,3,43,1,18,5,25,2,27,0,3,298
ABHD18,11,18,7,11,13,34,0,6,3,5,2,19,0,1,103
RP11-229P13.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
LINC00207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-576N17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC27A5,1,1,2,0,2,5,0,0,1,1,0,2,0,0,7
RP11-548K12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GS1-259H13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPSB4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
RP11-77P16.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ZNF970P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-391L3.4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
FAM149B1P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-139H15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-58O15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-246B18.10,0,2,1,0,0,2,0,0,7,0,1,5,0,0,5
MUC16,1,0,6,3,1,2,0,0,5,1,1,3,0,0,10
CTD-2375G15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENOX2,4,13,4,8,16,5,0,11,9,1,0,7,0,1,33
NUDT19P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000355.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005394.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-125H8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-58A18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-169E6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HMX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAF2,1,13,6,7,27,14,0,6,9,10,0,13,2,0,64
RP11-576N17.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP4-655J12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-236P24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK33P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-258C19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-433C9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6STP1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2
CTC-301O7.4,0,3,0,1,0,0,0,1,0,0,0,2,0,0,7
DPY19L2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TDGF1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAK1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL050303.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-680D5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3199J23.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
TOPORSLP1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
RUVBL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-242D8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-467N20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403N16.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ACTA1,0,6,0,2,0,0,0,0,0,0,3,1,1,0,3
RP11-403N16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-34F13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-552D8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-66B24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-274A11.3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
RP11-44F21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC005041.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1E,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
NBR2,0,0,0,1,2,2,0,0,0,1,0,4,0,0,22
XX-FW80269A6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFM1,11,50,9,44,34,63,8,19,19,33,4,26,0,3,165
PLGRKT,0,5,0,4,3,14,1,1,1,1,0,2,0,0,12
RP11-379I19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-756P10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO4,4,3,3,17,7,14,0,0,0,10,0,3,0,4,30
ZNF260,2,1,5,9,3,19,0,3,8,6,1,6,0,2,45
CES2,0,3,8,10,6,10,1,6,3,3,0,8,0,0,45
AC068831.10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-693N9.2,0,3,4,7,2,9,0,0,0,0,0,2,0,0,15
RP11-687F6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093381.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100PBP,2,9,4,15,3,23,3,2,2,4,0,3,0,0,65
ZBBX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GABRG3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FMNL2,3,3,7,26,4,5,0,8,3,8,0,6,0,2,141
ATE1-AS1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,3
PRKAR2B,14,951,62,229,52,132,55,100,155,369,84,1271,5,30,5331
CTD-2272G21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-116D17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-132J14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1437A8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCO1P42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THSD4-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-66B24.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-104J23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
